url,company,website,job_name,job_description,job_function
https://www.timesjobs.com/job-detail/analyst-order-management-archetive-solutions-private-limited-chennai-0-to-3-yrs-jobid-Ou0dQ0gTF3tzpSvf__PLUS__uAgZw==&source=srp,ARCHETIVE SOLUTIONS PRIVATE LIMITED,http://www.archetivesolutions.com/,"
	  
  ANALYST-ORDER MANAGEMENT
  ",,Engg. project Mgmt./site Engg./Civil Engg.
https://www.timesjobs.com/job-detail/ios-developer-busisol-sourcing-india-pvt-ltd-kolkata-3-to-6-yrs-jobid-UWERANZfdb5zpSvf__PLUS__uAgZw==&source=srp,BUSISOL SOURCING INDIA PVT. LTD,,"
	  
  IOS Developer
  ",,IT Software : Software Products & Services
https://www.timesjobs.com/job-detail/analyst-order-management-archetive-solutions-private-limited-kolkata-0-to-3-yrs-jobid-ieiiyJ4TzuJzpSvf__PLUS__uAgZw==&source=srp,ARCHETIVE SOLUTIONS PRIVATE LIMITED,http://www.archetivesolutions.com/,"
	  
  ANALYST-ORDER MANAGEMENT
  ",,Engg. project Mgmt./site Engg./Civil Engg.
https://www.timesjobs.com/job-detail/digital-marketing-executive-archetive-solutions-private-limited-kolkata-2-to-5-yrs-jobid-T1EB2YxPmE5zpSvf__PLUS__uAgZw==&source=srp,ARCHETIVE SOLUTIONS PRIVATE LIMITED,http://www.archetivesolutions.com/,"
	  
  DIGITAL MARKETING EXECUTIVE
  ",,Marketing/MR/Media Planning
https://www.timesjobs.com/job-detail/ios-developer-aeon-digital-mumbai-2-to-4-yrs-jobid-dNKXcvUuCOFzpSvf__PLUS__uAgZw==&source=srp,Aeon Digital,http://www.aeondigital.in,"
	  
  IOS Developer
  ",,IT Software : Software Products & Services
https://www.timesjobs.com/job-detail/senior-ios-developer-coderkube-technologies-surat-2-to-7-yrs-jobid-oorWv6uXmdNzpSvf__PLUS__uAgZw==&source=srp,CoderKube Technologies,http://www.coderkube.com,"
	  
  Senior iOS Developer
  ",,IT Software : Software Products & Services
https://www.timesjobs.com/job-detail/junior-ios-developer-coderkube-technologies-surat-0-to-2-yrs-jobid-eogoz0EQHj9zpSvf__PLUS__uAgZw==&source=srp,CoderKube Technologies,http://www.coderkube.com,"
	  
  Junior iOS Developer
  ",,IT Software : Software Products & Services
https://www.timesjobs.com/job-detail/ios-developer-connecting-2-work-thiruvananthapuram-4-to-6-yrs-jobid-RJ9IiWZIBHtzpSvf__PLUS__uAgZw==&source=srp,CONNECTING 2 WORK,http://www.connecting2work.com,"
	  
  IOS Developer
  ",,IT Software : Software Products & Services
https://www.timesjobs.com/job-detail/ios-developer-the-modern-dimension-delhi-delhi-ncr-bengaluru-bangalore-2-to-5-yrs-jobid-dXwQlAI6iMxzpSvf__PLUS__uAgZw==&source=srp,the modern dimension,https://www.tmd.net.in/opportunities.html,"
	  
  IOS Developer
  ",,IT Software : Software Products & Services
https://www.timesjobs.com/job-detail/ios-developer-iq-comtech-pvt-ltd-mumbai-2-to-3-yrs-jobid-EIWdhJnprBpzpSvf__PLUS__uAgZw==&source=srp,iq comtech pvt ltd,http://www.iqcomtech.com/,"
	  
  iOS Developer
  ",,IT Software : Software Products & Services
https://www.timesjobs.com/job-detail/ios-developer-tcg-digital-solutions-pvt-ltd-5-to-8-yrs-jobid-Hn1GXSi9G9hzpSvf__PLUS__uAgZw==&source=srp,tcg digital solutions pvt ltd,https://www.tcgdigital.com/careers/,"
	  
  iOS Developer
  ",,IT Software : Software Products & Services
https://www.timesjobs.com/job-detail/ios-developer-connecting-2-work-thiruvananthapuram-0-to-3-yrs-jobid-IuFIR__PLUS__dfizNzpSvf__PLUS__uAgZw==&source=srp,CONNECTING 2 WORK,http://www.connecting2work.com,"
	  
  IOS Developer
  ",,IT Software : Software Products & Services
https://www.timesjobs.com/job-detail/ios-developer-connecting-2-work-thiruvananthapuram-4-to-6-yrs-jobid-Up0EBigcYq5zpSvf__PLUS__uAgZw==&source=srp,CONNECTING 2 WORK,http://www.connecting2work.com,"
	  
  IOS Developer
  ",,IT Software : Software Products & Services
https://www.timesjobs.com/job-detail/ios-developer-zencode-group-chennai-4-to-7-yrs-jobid-Wk2f5zcOcVJzpSvf__PLUS__uAgZw==&source=srp,Zencode Group,http://www.zencode.guru,"
	  
  IOS Developer
  ","4  years experience developing mobile apps using Swift,Demonstrated expertise with Apple's iOS SDK (Cocoa, Cocoa Touch, etc.),Experience using RESTful APIs to integrate mobile applications to server-side systems,Experience in React Native is an added advantage,Clear understanding of software development best practices,Experience working in an agile environment,Working knowledge of SCM with a strong emphasis on Git and proper Git Flow,Must reference at least one application you developed that is available today,Good understanding of the full mobile development life cycle",IT Software : Software Products & Services
https://www.timesjobs.com/job-detail/ios-developer-alliance-recruitment-agency-anand-ahmedabad-3-to-5-yrs-jobid-N3ZMMVSs3DJzpSvf__PLUS__uAgZw==&source=srp,alliance recruitment agency,http://www.alliancerecruitmentagency.com,"
	  
  IOS Developer
  ",,IT Software : Software Products & Services
https://www.timesjobs.com/job-detail/ios-developer-macrosoft-it-consulting-hyderabad-secunderabad-4-to-7-yrs-jobid-mMLplAELhWhzpSvf__PLUS__uAgZw==&source=srp,macrosoft it consulting,http://www.macrosoftitconsulting.com/,"
	  
  iOS Developer
  ",,IT Software : Software Products & Services
https://www.timesjobs.com/job-detail/ios-developer-dcoder-bengaluru-bangalore-1-to-5-yrs-jobid-Wq1LTxBURxJzpSvf__PLUS__uAgZw==&source=srp,Dcoder,http://www.dcoder.tech,"
	  
  Ios Developer
  ",,IT Software : Software Products & Services
https://www.timesjobs.com/job-detail/phone-iphone-ios-software-engineer-mobishaala-delhi-delhi-ncr-0-to-3-yrs-jobid-64SBSZxCTLZzpSvf__PLUS__uAgZw==&source=srp,Mobishaala,http://www.mobishaala.com,"
	  
  phone_iphone iOS Software Engineer
  ",,IT Software : Software Products & Services
https://www.timesjobs.com/job-detail/ios-developers-headhuntersinc-consultancy-private-limited-chennai-5-to-8-yrs-jobid-S0ppxNYFsslzpSvf__PLUS__uAgZw==&source=srp,Headhuntersinc consultancy Private Limited,http://www.headhuntersinc.in/,"
	  
  IOS Developers
  ",,IT Software : Software Products & Services
https://www.timesjobs.com/job-detail/ios-developer-infosoft-consultants-mumbai-2-to-3-yrs-jobid-kCnzukS12NBzpSvf__PLUS__uAgZw==&source=srp,InfoSoft Consultants,http://www.infosofttech.com,"
	  
  IOS Developer
  ",,IT Software : Software Products & Services
https://www.timesjobs.com/job-detail/ios-developer-destiny-hr-group-services-noida-greater-noida-3-to-4-yrs-jobid-Vb__PLUS__AbS8c8fJzpSvf__PLUS__uAgZw==&source=srp,destiny hr group services,http://www.destinyhrgroup.com,"
	  
  IOS Developer
  ","Customer focused, adapts well in a fast-changing environment.,Ability to work well with multiple teams and multitask.,Proven performer.",IT Software : Software Products & Services
https://www.timesjobs.com/job-detail/trainee-software-engineer-apogaeis-technologies-bengaluru-bangalore-0-to-3-yrs-jobid-4izLxG4y__PLUS__kxzpSvf__PLUS__uAgZw==&source=srp,apogaeis technologies,https://www.apogaeis.com/career/,"
	  
  Trainee Software Engineer
  ","Deliver across the entire app life cycle - concept, design, build, deploy, test, release to production and support.,Working directly with the product manager to conceptualize, build, test and realize products.,Gather requirements around functionality and translate those requirements into elegant functional solutions.,Build prototypes at tech scoping stage of projects.,Self-starter with a fierce desire to learn and an ability to think outside the box.,Embrace learning new technologies and undertaking tasks in unfamiliar areas.,Go Getter, true coder and passion to learn new technologies.,Hands-on programming experience to develop Server Rendered and APIs (SOAP, REST)) driven software products.,Hands-on programming knowledge of Python/Django/PHP/Android/Swift/Ruby on Rails/Java/NodeJS/JSON/XML/ Java Script/jQuery/CSS/HTML5 etc.,Experience on frameworks; Spring/Hibernate/MVC/Symfony/CodeIgniter/Laravel/Yii etc,Hands-On knowledge of SQL/SQLite/MySQL/NoSQL etc. and able to implement Database and data validations for end to end product.,Knowledge of developing applications in Cloud environment.,Strong team player, interpersonal, writing, speaking, listening, analytical, trouble-shooting and development skills.,Git, VNC viewer, Apache, Tomcat, Nginx, Redis etc.,Programming experience of Hybrid mobile application development.,Knowledge of Authentication and Authorization, Data Caching, Performance Optimization, Information Security etc.,Experience in developing auto-responsive web sites.,Experience in developing RESTFul web services.,Programming knowledge of developing mobile app using Native Android SDK and Native iOS SDK.",IT Software : Software Products & Services
https://www.timesjobs.com/job-detail/ios-developer-abservetech-private-limited-madurai-1-to-3-yrs-jobid-32tIcoTwJ7pzpSvf__PLUS__uAgZw==&source=srp,abservetech private limited,https://www.abservetech.com/,"
	  
  iOS Developer
  ",,IT Software : Software Products & Services
https://www.timesjobs.com/job-detail/android-ios-developer-options-ideas-kolkata-2-to-5-yrs-jobid-Zn4c6NGU__PLUS__YFzpSvf__PLUS__uAgZw==&source=srp,,,"
	  
  Android & Ios Developer
  ","Develop iOS mobile applications.,Design and build advanced applications for the iOS platform.,Designing and developing user interfaces. Collaborate with the UI/UX design team for creating the graphic elements.,Writing and reviewing code using Objective C/Swift language.,Unit-test code for robustness, including edge cases, usability, and general reliability. ,Data management using relational and non-relational data management systems.,Familiarity with authentication and encryption technology.,At least a B.Tech/BS degree from a reputed University in Computer Science, Electrical/Electronic engineering (or other engineering/Science major) with relevant experience.,2 – 5 years of experience in building iOS applications using the Objective C/ Swift language.,An eye for creating beautiful user interfaces.",IT Software : Software Products & Services
https://www.timesjobs.com/job-detail/ios-developer-engenia-technologies-pvt-ltd-gurgaon-2-to-4-yrs-jobid-Zfj94LW__PLUS__0SBzpSvf__PLUS__uAgZw==&source=srp,engenia technologies pvt ltd,https://www.engeniatech.com/,"
	  
  iOS Developer
  ",,IT Software : Software Products & Services
https://www.timesjobs.com/job-detail/rsa-senior-software-engineer-ios-development-rsa-security-india-pvt-limited-bengaluru-bangalore-5-to-8-yrs-jobid-ktI045poX1BzpSvf__PLUS__uAgZw==&source=srp,RSA SECURITY INDIA PVT LIMITED,,"
	  
  RSA Senior Software Engineer - iOS Development
  ",,IT Software : Software Products & Services
https://www.timesjobs.com/job-detail/job-for-android-developer-jobs-for-android-developer-in-noida-sector-65-destiny-hr-group-services-noida-greater-noida-2-to-4-yrs-jobid-UmaV3s__PLUS__H8TRzpSvf__PLUS__uAgZw==&source=srp,destiny hr group services,http://www.destinyhrgroup.com,"
	  
  Job for Android Developer | Jobs for Android Developer in Noida Sector 65
  ","
,Designation:, Android Developer,
,
,Desired experience:, 2 -4 years (Android),
,
,Qualification:, BE/ B Tech/ M Tech/ MCA /BSC/ MSC and equivalent.,
,
,Job location:, Noida Sector-65,
,
,Employee Strength:, 80  Members,
,
,Working Days:, 5 Days working Company,
,Creating Android Apps using native technologies set Java, Kotlin, Android studio.,Developing, releasing, and maintaining Android Applications and also coordinating and participating in the backend coding, API development, and testing.,Ability to participate in the design process also, be able to understand user experience and work with the design team accordingly.,Good understanding of the latest Android features and libraries such as Retrofit, Volley, SQLite, RxJava.,Good understanding of designing architecture such as MVC, MVP, MVVM.,Familiarity with RESTful APIs, SDK integration, Firebase, and Analytics platforms.,Good Knowledge in OO design, JAVA, Kotlin, RESTful APIs, JSON, Android SDK, Eclipse and Android Studio, and also AWS.,Knowledge of SQLite, Graph & Chart API, and other Google APIs and UI & UX designing.,Optimizing performance for the apps and keep up to date on the latest industry trends in mobile technologies.,Good grasp of algorithms, design patterns, memory management, and multithreaded programming.,An experience with other technologies like iOS development, swift, react native, PHP, API development, DB programming can be a big plus.,Experience in dealing with Google play store communication, app rejection, iTunes Apple store.,Must have at least 2 to 3 years of experience.,Must be good in both written and verbal English.,Must be experienced in working with American clients.,Must have research skills, the ability to troubleshoot, and work on exceptions is a top priority.",IT Software : Software Products & Services
https://www.timesjobs.com/job-detail/senior-ios-developer-ajax-media-tech-pvt-ltd-chennai-3-to-7-yrs-jobid-W6s9kZ__SLASH__7q3NzpSvf__PLUS__uAgZw==&source=srp,ajax media tech pvt ltd,https://www.ajaxmediatech.com/career,"
	  
  Senior IOS developer
  ",,IT Software : Software Products & Services
https://www.timesjobs.com/job-detail/jd-ios-developer-vst-mobility-solutions-cochin-kochi-ernakulam-2-to-4-yrs-jobid-2Il5YdKrtgpzpSvf__PLUS__uAgZw==&source=srp,VST Mobility Solutions,http://www.vstmobility.com,"
	  
  JD-iOS Developer
  ",,IT Software : Software Products & Services
https://www.timesjobs.com/job-detail/senior-lead-sde-mobile-development-barco-india-noida-greater-noida-5-to-7-yrs-jobid-4WPctErCLEJzpSvf__PLUS__uAgZw==&source=srp,barco india,http://www.barco.com,"
	  
  Senior Lead SDE - Mobile Development
  ",,IT Software : Software Products & Services
https://www.timesjobs.com/job-detail/sr-ios-developer-excellent-webworld-ahmedabad-3-to-7-yrs-jobid-nh40lKZa__SLASH__8JzpSvf__PLUS__uAgZw==&source=srp,Excellent WebWorld,http://www.excellentwebworld.com,"
	  
  Sr. iOS Developer
  ","To help Engineers in designing and building advanced applications for the iOS platform.,Strong application architecture knowledge (Clean Architecture, MVVM / MVC).,Ability to write automated UI tests, including XCTest and XCUITests,You take pride in both delivering delightful mobile experiences and in championing technical excellence.,You value mentorship and enjoy helping the engineers around you grow.,Collaborate with cross-functional teams to define, design and ship new features.,Working knowledge of the general mobile landscape, architectures, trends and emerging technologies.,Continuously discover, evaluate, and implement new technologies to maximize development efficiency.,Working with third-party APIs and iOS SDKs to integrate with other systems and services.,Client Interaction.,Strong technical background, good knowledge of Xcode, Cocoa frameworks such as Core Data, Core Animation, Core Graphics, Core Audio and Core Text.,Strong command over Swift and/or Objective-C, Auto layout, RESTful APIs.,Strong collaboration skills and excellent communication (written and verbal),A combination of technical ability and a deep understanding of what makes a great product.,Experience with SwiftUI and Combine,Experience with CI/CD,Flexible Hours:, 8:30 Hours a Day (09:00 AM to 09:00 PM),Working Days:, 5 Days Working",IT Software : Software Products & Services
https://www.timesjobs.com/job-detail/flutter-developer-ntt-data-vertex-software-inc-bengaluru-bangalore-3-to-4-yrs-jobid-XamvnqNKp4RzpSvf__PLUS__uAgZw==&source=srp,NTT Data Vertex Software Inc.,http://www.nttdata.com,"
	  
  Flutter Developer
  ","Date:, Mar 1, 2024,Location:, Bangalore, KA, IN,Company:, NTT DATA Services,Req ID:, 270382,Work closely with Product Owners and Solution Designers to develop understanding of business needs; collaborate with architects and development teams to come up with high level systems design.,Translate solution designs into high quality code (Analysis, Development, Pull Requests),Act as subject matter expert (SME) in assigned business and technical domains with an excellent understanding of business and system processes.,Design, build, and maintain high performance, reusable, and reliable Java/Kotlin code,Ensure the best possible performance, quality, and responsiveness of the application,Attention to detail and experience minimizing technical debt.,Proficiency in Dart programming language.,Working experience with Flutter framework.,Experience in programming languages Kotlin or Swift.,At least 3-4 years of mobile development experience.,Understanding of the Agile development life-cycle.,Experience/awareness of architectural patterns like MVC, MVP, MVVM, BloC, etc.,Good understanding of Android/iOS UI design principles.,Proficiency in writing unit and UI tests.,Proficiency in working with Git.,Top-notch team player and possess excellent communication skills.,Experience in working in Telco domain will be a plus.,Familiarity with Google Firebase.,Understanding/Experience of setting up CI/CD pipeline.",IT Software : Software Products & Services
https://www.timesjobs.com/job-detail/senior-software-engineer-ios-macos-pune-rewise-analytics-and-technologies-pvt-ltd-pune-6-to-9-yrs-jobid-7qJlXDF1WzFzpSvf__PLUS__uAgZw==&source=srp,rewise analytics and technologies pvt ltd,http://www.rewiseglobal.com,"
	  
  Senior Software Engineer  iOS/MacOS : Pune
  ","Job Title:, Senior Software Engineer iOS/MacOS,Office Location:, Phoenix Fountainhead, Nagar Road, Viman Nagar, Pune (Hybrid),
,Software Engineering and Delivery,
,
,Develop scalable, secure, reactive, and optimized software,
,Create forward-thinking Designs,
,Value quality over features and time,
,Use iterations to efficiently deliver value,
,
,
,Team Culture,
,
,Mentor team in all aspects of software engineering, testing, and delivery.,
,Establish collaborative relationships with team and stakeholders,
,
,
,Agile / Scrum,
,
,Be open & transparent in communication,
,Ability to respond to change and deliver on your commitment,
,
,6  years of programming experience,Proven passion for Agile and Continuous Delivery,Experience developing and operating highly available, highly reliable systems,Experience with Native Mobile/Hybrid/PWA/SPA application architectures,Extensive knowledge of Swift, Javascript, CSS,Experience building and testing for iOS, macOS, and Web applications,Creating & Managing Signing Certificates, Provisioning profiles, and App IDs from within the Apple Developer portal,Experience with integrations using Rest APIs,Experience with Angular/React/Vue,Experience with AppKit, UIKit, WKWebView, URLSession, and Codable models,Experience with toolchains/frameworks such as Ionic or StencilJS,Passion for design and photography,Ability to write code with best security practices in mind,Strong knowledge of the Apple ecosystem and Apples HIG,Strong capability to implement design specifications and pixel-perfect interfaces,Implementation of native macOS applications and extensions using Xcode and Swift,Collaborating with core team and vendors in order to meet project objectives,Incredible eye for detail,Critical thinking and logical analysis skills,Very strong communication and interpersonal skills,Ability to work in a fast-paced team environment,A strong sense of ownership for everything you do,Good time management skills,Passion for creating exceptional software,Able to keep up with rapid changes as Apple introduces new features and upgrades,CS or related degree, or, 5  years comparable work experience,E-commerce testing experience will be a plus",IT Software : Software Products & Services
https://www.timesjobs.com/job-detail/ios-iphone-developer-destiny-hr-group-services-gurgaon-1-to-3-yrs-jobid-uRR9vdjRN3xzpSvf__PLUS__uAgZw==&source=srp,destiny hr group services,http://www.destinyhrgroup.com,"
	  
  IOS IPhone Developer
  ","
,IOS/IPhone (ios, xcode, iphone apple, swift, memory management, mac os, xml, json, iOS, rest SOAP, google maps, Ios, Sdk),
,
,Design and build applications for the iOS.,
,
,Design and build games for the iOS.,
,
,Work with client and other teams to analyse, scope, design, develop and release Functionality /changes.,
,
,Ensure quality of code and products (Unit test, Integration test, Performance).,
,
,Continuously discover, evaluate, and implement new technologies to maximize development efficiency.,
,
,Analyze and fix issues.,
,
,Must have hands-on experience with iOS (iPhone and iPad).,
,
,Should have published iOS apps in the app store with good understanding of the mobile development life cycle.,
,
,Good understanding of Objective-C/Swift and Cocoa Touch.,
,
,Experience on iOS frameworks like Core Data, Core Graphics, Core Animation.,
,
,Experience with 3rd Party libraries and APIs.,
",IT Software : Software Products & Services
https://www.timesjobs.com/job-detail/ios-developer-destiny-hr-group-services-gurgaon-1-to-3-yrs-jobid-2k__PLUS__Xa5g__SLASH__aK5zpSvf__PLUS__uAgZw==&source=srp,destiny hr group services,http://www.destinyhrgroup.com,"
	  
  IOS Developer
  ","Design and build applications for the iOS.,Design and build games for the iOS.,Work with client and other teams to analyse, scope, design, develop and release Functionality /changes.,Ensure quality of code and products (Unit test, Integration test, Performance).,Continuously discover, evaluate, and implement new technologies to maximize development efficiency.,Analyse and fix issues.,Must have hands-on experience with iOS (iPhone and iPad).,Should have published iOS apps in the app store with good understanding of the mobile development life cycle.,Good understanding of Objective-C/Swift and Cocoa Touch.,Experience on iOS frameworks like Core Data, Core Graphics, Core Animation.,Experience with 3rd Party libraries and APIs.",IT Software : Software Products & Services
https://www.timesjobs.com/job-detail/ios-developer-trivialworks-solutions-lucknow-3-to-4-yrs-jobid-SpTJoOYvSkBzpSvf__PLUS__uAgZw==&source=srp,trivialworks solutions,https://trivialworks.com/current-openings/,"
	  
  iOS Developer
  ",,IT Software : Software Products & Services
https://www.timesjobs.com/job-detail/ios-sde-1-hyrefox-consultants-mumbai-2-to-3-yrs-jobid-hmHE1iKHW0tzpSvf__PLUS__uAgZw==&source=srp,HyreFox Consultants,http://www.hyrefox.com,"
	  
  iOS {SDE - 1}
  ",,IT Software : Software Products & Services
https://www.timesjobs.com/job-detail/senior-ios-developer-connecting-2-work-cochin-kochi-ernakulam-0-to-3-yrs-jobid-G1YBjwUWJfpzpSvf__PLUS__uAgZw==&source=srp,CONNECTING 2 WORK,http://www.connecting2work.com,"
	  
  Senior IOS Developer
  ",,IT Software : Software Products & Services
https://www.timesjobs.com/job-detail/i-phone-developer-edreamz-technology-pvt-ltd-pune-2-to-4-yrs-jobid-dzm8D__SLASH__S3wrtzpSvf__PLUS__uAgZw==&source=srp,EDREAMZ TECHNOLOGY PVT LTD,,"
	  
  I-Phone Developer
  ",,IT Software : Software Products & Services
https://www.timesjobs.com/job-detail/ios-dveloper-fugenx-technologies-bengaluru-bangalore-6-to-9-yrs-jobid-IkhPGy9yI6JzpSvf__PLUS__uAgZw==&source=srp,FUGENX TECHNOLOGIES,,"
	  
  IOS Dveloper
  ",,IT Software : Software Products & Services
https://www.timesjobs.com/job-detail/senior-ios-developer-xicom-technologies-delhi-2-to-7-yrs-jobid-MTR8zs15eaFzpSvf__PLUS__uAgZw==&source=srp,XICOM TECHNOLOGIES,,"
	  
  Senior iOS Developer
  ",,IT Software : Software Products & Services
https://www.timesjobs.com/job-detail/ios-developers-chingari-bengaluru-bangalore-5-to-8-yrs-jobid-OkgnB__SLASH__UzvMBzpSvf__PLUS__uAgZw==&source=srp,chingari,https://chingari.io/,"
	  
  iOS Developers
  ",,IT Software : Software Products & Services
https://www.timesjobs.com/job-detail/ios-developer-spideymanage-private-limited-delhi-0-to-3-yrs-jobid-FP5vSo__SLASH__3akZzpSvf__PLUS__uAgZw==&source=srp,spideymanage private limited,https://www.spideymanage.com/page/careers,"
	  
  iOS Developer
  ",,IT Software : Software Products & Services
https://www.timesjobs.com/job-detail/ios-app-developer-axistechnolabs-ahmedabad-0-to-4-yrs-jobid-eQrorjShi8xzpSvf__PLUS__uAgZw==&source=srp,AxisTechnolabs,http://www.axistechnolabs.com,"
	  
  IOS App Developer
  ","Must have sound development knowledge of iOS applications,Proficient in COCOA Touch SDK, Xcode,Must have exposure with XML/JSON and database,Should have exposure into SDLC and MVC,Should have excellent iOS technical issue diagnosis and problem solving skills,Ability to lead project and meet deadline,Should have excellent coding skills,Should be motivated self starter and a very good team player,Good client communication skills",IT Software : Software Products & Services
https://www.timesjobs.com/job-detail/ios-developer-mobile-tutor-private-limited-chennai-bengaluru-bangalore-3-to-6-yrs-jobid-8u65BEc__PLUS__mkpzpSvf__PLUS__uAgZw==&source=srp,Mobile Tutor Private Limited,http://www.m-tutor.com,"
	  
  iOS Developer
  ",,IT Software : Software Products & Services
https://www.timesjobs.com/job-detail/require-app-developer-triumfo-techno-group-pvt-ltd-noida-greater-noida-2-to-4-yrs-jobid-TlkHLCYhUmVzpSvf__PLUS__uAgZw==&source=srp,Triumfo Techno Group Pvt. Ltd,http://www.triumfo.in,"
	  
  Require App Developer
  ",,IT Software : Software Products & Services
https://www.timesjobs.com/job-detail/ios-developer-vinayak-solutions-pvt-limited-delhi-2-to-5-yrs-jobid-kRelMdB6T5hzpSvf__PLUS__uAgZw==&source=srp,vinayak solutions pvt. limited,https://vinsol.com/,"
	  
  iOS Developer
  ",,IT Software : Software Products & Services
https://www.timesjobs.com/job-detail/ios-developer-xeliumtech-solutions-gurgaon-2-to-5-yrs-jobid-Jbm0eYAv3aFzpSvf__PLUS__uAgZw==&source=srp,XeliumTech Solutions,http://www.xeliumtech.com,"
	  
  iOS developer
  ",,IT Software : Software Products & Services
https://www.timesjobs.com/job-detail/ios-developer-connecting-2-work-thiruvananthapuram-0-to-3-yrs-jobid-ig7dKff7fsNzpSvf__PLUS__uAgZw==&source=srp,CONNECTING 2 WORK,http://www.connecting2work.com,"
	  
  IOS Developer
  ",,IT Software : Software Products & Services
https://www.timesjobs.com/job-detail/ios-developer-connecting-2-work-cochin-kochi-ernakulam-0-to-3-yrs-jobid-ytiOT9h5Z8RzpSvf__PLUS__uAgZw==&source=srp,CONNECTING 2 WORK,http://www.connecting2work.com,"
	  
  Ios developer
  ",,IT Software : Software Products & Services
https://www.timesjobs.com/job-detail/ios-developer-augtra-technologies-coimbatore-0-to-2-yrs-jobid-__SLASH__9AoBYoD__PLUS__wVzpSvf__PLUS__uAgZw==&source=srp,AUGTRA TECHNOLOGIES,http://www.augtra.com,"
	  
  iOS Developer
  ",,IT Software : Software Products & Services
https://www.timesjobs.com/job-detail/ios-application-developer-appmomos-bengaluru-bangalore-0-to-3-yrs-jobid-2gzMORfALg5zpSvf__PLUS__uAgZw==&source=srp,appmomos,https://appmomos.com/,"
	  
  iOS Application Developer
  ",,IT Software : Software Products & Services
https://www.timesjobs.com/job-detail/ios-developer-celexsa-technologies-pvt-ltd-chennai-2-to-5-yrs-jobid-U9nxMqtbAmtzpSvf__PLUS__uAgZw==&source=srp,Celexsa Technologies Pvt Ltd,http://www.celexsa.com/,"
	  
  IOS Developer
  ",,IT Software : Software Products & Services
https://www.timesjobs.com/job-detail/ios-developer-trulysafe-pune-1-to-3-yrs-jobid-WSgGrN9UK5hzpSvf__PLUS__uAgZw==&source=srp,trulysafe,https://www.trulysafe.in/,"
	  
  IOS Developer
  ",,IT Software : Software Products & Services
https://www.timesjobs.com/job-detail/ios-application-developer-addon-manpower-solutions-pvt-ltd-ahmedabad-0-to-2-yrs-jobid-EurpAEZ__PLUS__chdzpSvf__PLUS__uAgZw==&source=srp,Addon Manpower Solutions Pvt. Ltd.,https://www.addon-global.com/,"
	  
  iOS Application Developer
  ",,IT Software : Software Products & Services
https://www.timesjobs.com/job-detail/iphone-developer-cwebconsultants-mohali-2-to-7-yrs-jobid-hH5__PLUS____SLASH__UiNp9dzpSvf__PLUS__uAgZw==&source=srp,cwebconsultants,http://www.cwebconsultants.com,"
	  
  iPhone Developer
  ",,IT Software : Software Products & Services
https://www.timesjobs.com/job-detail/ios-developer-blocklogy-edutech-private-limited-navi-mumbai-1-to-3-yrs-jobid-DXnCgLHTC59zpSvf__PLUS__uAgZw==&source=srp,Blocklogy Edutech Private limited,http://www.blocklogy.org,"
	  
  IOS Developer
  ",,IT Software : Software Products & Services
https://www.timesjobs.com/job-detail/ios-developer-jobs-jobs-for-ios-developer-in-noida-sector-65-destiny-hr-group-services-noida-greater-noida-2-to-4-yrs-jobid-mEBLuINLP0RzpSvf__PLUS__uAgZw==&source=srp,destiny hr group services,http://www.destinyhrgroup.com,"
	  
  IOS Developer Jobs | Jobs for IOS Developer in Noida Sector 65
  ","Creating iOS Apps using native technologies set iOS, Objective C, Xcode.,Developing, releasing, and maintaining iOS Applications and also coordinating and participating in the backend side of things like coding, API development, and testing.,Ability to participate in the design process also, be able to understand user experience, and work with the design team accordingly.,A good understanding of the latest iOS features and libraries, an understanding or experience in using AI libraries is a big plus.,Must be well versed with payment gateway, map, in-app purchase, wallet implementation.,Good understanding of designing architecture such as MVC, MVP, MVVM.,Familiarity with RESTful APIs, SDK integration, Firebase, and Analytics platforms.,Good Knowledge in OO design, RESTful APIs, JSON, and also AWS.,Knowledge of SQLite, Graph & Chart API, and other Google and Apples APIs and UI & UX designing.,Optimizing performance for the apps and keeping up to date on the latest industry trends in mobile technologies.,Good grasp of algorithms, design patterns, memory management, and multithreaded programming.,An experience with other technologies like Android development, swift, react native, PHP, API development, DB programming can be a big plus.,Experience in dealing with iTunes play store communication, app rejection, Tunes Apple store.,Must graduate with computer science subjects or MCA.,Must be good in both written and verbal English.,Must have research skills, ability to troubleshoot, and work on exceptions is a top priority.",IT Software : Software Products & Services
https://www.timesjobs.com/job-detail/ios-developer-wemonde-pvt-ltd-delhi-0-to-3-yrs-jobid-ZwrhvyPKDkpzpSvf__PLUS__uAgZw==&source=srp,Wemonde Pvt. Ltd.,http://www.wemonde.com,"
	  
  IOS Developer
  ",,IT Software : Software Products & Services
https://www.timesjobs.com/job-detail/ios-developer-lead-outsource2india-bengaluru-bangalore-2-to-5-yrs-jobid-99Q4p__SLASH__ottdtzpSvf__PLUS__uAgZw==&source=srp,outsource2india,http://www.outsource2india.com,"
	  
  iOS Developer/Lead
  ",,IT Software : Software Products & Services
